OrderID,CustomerID,OrderDate,TotalAmount,SalesChannel
1110,110,2024-02-09 23:58:06.496285,120.0,Market
1111,111,2024-02-18 21:49:52.830203,57.0,Store
1112,112,2023-07-24 14:38:05.258081,153.0,Market
1113,113,2024-02-11 20:54:36.104082,199.0,Store
1114,114,2024-02-12 01:42:46.010873,20.0,Store
1115,115,2023-11-15 16:46:24.460510,96.0,Market
1116,116,2023-12-25 23:05:04.482588,198.0,Store
1117,117,2023-09-02 13:59:11.603449,148.0,Catering
1118,118,2024-02-18 13:23:12.565839,50.0,Market
1119,119,2023-08-27 18:49:37.109506,54.0,Market
1120,120,2024-01-19 16:35:52.847085,24.0,Store
1121,121,2023-09-10 19:21:58.853251,138.0,Catering
1122,122,2024-01-08 19:47:22.539097,120.0,Market
1123,123,2023-11-23 07:54:13.036679,468.0,Catering
1124,124,2023-11-01 21:41:47.107833,599.0,Catering
1125,125,2023-09-21 07:58:22.033898,120.0,Catering
1126,126,2023-07-07 09:28:36.791026,21.0,Store
1127,127,2023-07-13 04:20:50.662434,90.0,Market
1128,128,2023-11-06 20:25:47.789921,48.0,Market
1129,129,2024-05-04 18:44:45.053200,7.0,Market
1130,130,2023-09-08 21:24:02.842659,21.0,Market
1131,131,2023-12-17 04:44:20.194880,6.0,Market
1132,132,2024-03-22 07:36:21.354171,130.0,Catering
1133,133,2023-11-15 23:58:16.008770,44.0,Store
1134,134,2024-02-01 08:28:23.181647,111.0,Market
1135,135,2024-03-17 03:53:02.978827,97.0,Market
1136,136,2023-07-17 10:04:42.071005,449.0,Catering
1137,137,2024-03-27 17:07:48.462228,120.0,Catering
1138,138,2023-07-31 14:03:00.356118,30.0,Market
1139,139,2024-03-02 19:48:53.058047,90.0,Market
1140,140,2023-05-22 22:17:55.495368,56.0,Market
1141,141,2024-01-14 01:02:59.165829,264.0,Store
1142,142,2023-09-06 23:31:20.796758,133.0,Store
1143,143,2023-09-08 20:11:33.804884,9.0,Store
1144,144,2024-04-17 20:23:36.080964,63.0,Store
1145,145,2024-02-12 11:14:59.808401,120.0,Catering
1146,146,2023-06-17 09:30:49.079670,153.0,Catering
1147,147,2024-02-05 02:31:26.549513,93.0,Store
1148,148,2023-06-17 20:21:14.286764,30.0,Store
1149,149,2023-07-09 01:03:31.709125,135.0,Market
1150,150,2023-07-21 09:14:54.028082,78.0,Store
1151,151,2024-03-21 05:23:27.580654,54.0,Market
1152,152,2023-11-02 09:08:15.711546,166.0,Catering
1153,153,2023-06-28 18:08:49.193804,30.0,Market
1154,154,2023-10-18 01:56:16.525317,72.0,Store
1155,155,2023-08-18 04:38:05.766489,368.0,Catering
1156,156,2024-02-21 17:58:41.067176,131.0,Catering
1157,157,2023-07-29 23:33:24.654049,180.0,Catering
1158,158,2023-08-11 23:36:29.191261,354.0,Catering
1159,159,2023-08-08 20:12:22.995402,217.0,Catering
1160,160,2024-02-04 23:43:44.204855,166.0,Catering
1161,161,2024-04-22 23:31:15.369061,78.0,Market
1162,162,2024-01-01 14:45:48.202637,637.0,Catering
1163,163,2023-09-28 08:46:49.267470,311.0,Catering
1164,164,2023-08-19 20:01:47.640841,224.0,Market
1165,165,2023-07-03 08:41:17.909140,152.0,Store
1166,166,2023-08-13 07:49:04.900027,67.0,Store
1167,167,2023-11-29 00:40:58.936006,333.0,Catering
1168,168,2023-07-31 01:22:38.860722,137.0,Market
1169,169,2024-05-06 23:32:15.981855,70.0,Store
1170,170,2023-07-25 22:25:06.784282,443.0,Catering
1171,171,2023-07-26 02:20:37.261803,121.0,Store
1172,172,2023-12-30 16:53:07.938803,168.0,Market
1173,173,2023-08-27 16:40:14.602252,95.0,Store
1174,174,2024-01-02 06:27:35.982330,10.0,Store
1175,175,2023-05-25 07:14:59.534074,40.0,Market
1176,176,2023-10-31 21:04:32.177092,18.0,Market
1177,177,2024-03-20 08:19:37.753256,306.0,Catering
1178,178,2024-04-25 03:10:05.078118,100.0,Catering
1179,179,2023-08-18 04:03:33.985883,152.0,Catering
1180,180,2023-07-30 04:05:53.859078,249.0,Market
1181,181,2023-06-06 13:11:17.048150,103.0,Catering
1182,182,2023-10-04 15:50:51.449914,90.0,Market
1183,183,2023-12-01 07:46:54.805579,110.0,Market
1184,184,2023-08-24 18:54:55.277262,307.0,Catering
1185,185,2023-12-04 06:52:36.167902,132.0,Market
1186,186,2023-06-30 10:09:47.580845,110.0,Market
1187,187,2023-07-11 05:04:50.491662,100.0,Market
1188,188,2024-03-03 03:21:42.976698,100.0,Market
1189,189,2023-08-14 21:40:58.409754,596.0,Catering
1190,190,2024-01-26 01:53:55.622680,226.0,Store
1191,191,2024-02-01 10:48:43.638793,72.0,Market
1192,192,2024-02-09 04:31:45.315328,139.0,Catering
1193,193,2024-05-05 12:32:22.629698,43.0,Market
1194,194,2024-04-02 00:25:38.838360,121.0,Store
1195,195,2024-04-10 13:14:02.064729,388.0,Catering
1196,196,2023-07-20 08:24:44.371136,180.0,Store
1197,197,2023-08-05 15:32:06.213473,134.0,Market
1198,198,2024-03-25 17:13:17.633225,204.0,Market
1199,199,2023-08-26 06:27:44.024116,8.0,Market
1200,200,2023-08-19 07:26:40.407488,108.0,Catering
1201,201,2024-05-03 16:43:15.757279,95.0,Store
1202,202,2024-05-13 11:42:36.754377,70.0,Market
1203,203,2024-04-02 21:25:12.837482,48.0,Store
1204,204,2024-01-25 23:27:56.518785,100.0,Catering
1205,205,2023-08-01 19:06:09.974212,406.0,Catering
1206,206,2023-09-05 23:46:07.268842,113.0,Store
1207,207,2023-09-16 04:50:33.505008,24.0,Market
1208,208,2023-11-05 17:25:14.456909,116.0,Catering
1209,209,2023-11-15 13:58:57.080156,70.0,Market
1210,210,2023-08-18 21:35:39.479833,123.0,Market
1211,211,2023-10-21 03:03:36.272083,311.0,Catering
1212,212,2023-12-26 21:52:09.262103,10.0,Market
1213,213,2023-12-22 16:15:26.687478,430.0,Catering
1214,214,2024-02-18 06:47:31.520589,100.0,Catering
1215,215,2024-03-15 04:26:12.465743,521.0,Catering
1216,216,2024-05-15 01:37:01.478755,84.0,Market
1217,217,2024-04-24 14:41:24.798225,83.0,Store
1218,218,2023-12-10 15:12:07.411289,63.0,Market
1219,219,2024-01-24 05:00:51.089797,82.0,Store
1220,220,2023-12-06 15:22:49.675737,106.0,Catering
1221,221,2024-03-27 07:51:43.471732,150.0,Catering
1222,222,2024-02-27 09:23:41.955479,139.0,Store
1223,223,2024-01-05 22:33:05.299967,460.0,Catering
1224,224,2023-07-01 21:22:27.482716,120.0,Catering
1225,225,2023-12-19 22:59:34.819196,466.0,Catering
1226,226,2023-10-23 20:50:17.307273,118.0,Catering
1227,227,2023-10-11 12:51:02.560646,142.0,Market
1228,228,2024-03-26 13:07:54.123406,151.0,Catering
1229,229,2023-10-27 21:42:28.291773,172.0,Market
1230,230,2023-06-18 16:36:54.722409,105.0,Market
1231,231,2024-02-22 07:08:17.341495,246.0,Store
1232,232,2023-06-03 05:48:11.811558,222.0,Catering
1233,233,2023-11-29 09:48:56.733473,202.0,Market
1234,234,2024-03-06 16:13:19.641437,119.0,Catering
1235,235,2023-12-25 21:24:41.407341,298.0,Catering
1236,236,2023-06-21 13:39:43.522724,126.0,Catering
1237,237,2023-11-28 08:04:31.342679,356.0,Catering
1238,238,2023-10-07 02:45:54.473723,20.0,Market
1239,239,2023-06-27 04:40:29.735635,141.0,Catering
1240,240,2024-01-20 03:57:22.586221,271.0,Catering
1241,241,2024-03-10 01:22:15.525963,102.0,Store
1242,242,2024-02-13 11:22:48.443415,42.0,Store
1243,243,2023-12-13 10:52:57.035286,115.0,Store
1244,244,2024-03-23 13:52:02.473811,136.0,Market
1245,245,2024-01-25 04:57:37.588651,33.0,Store
1246,246,2023-07-19 00:22:05.346999,307.0,Catering
1247,247,2023-12-16 19:29:48.113728,465.0,Catering
1248,248,2024-02-27 03:59:28.419301,189.0,Catering
1249,249,2024-05-03 01:28:23.455740,412.0,Catering
1250,250,2024-03-16 09:49:45.073476,78.0,Store
1251,251,2023-11-15 08:38:44.786869,25.0,Market
1252,252,2024-01-16 06:00:45.399056,395.0,Catering
1253,253,2023-10-26 15:22:57.913390,113.0,Store
1254,254,2023-10-06 19:12:44.771659,226.0,Market
1255,255,2024-01-13 03:54:51.075095,140.0,Store
1256,256,2023-11-15 23:03:22.513664,40.0,Market
1257,257,2023-09-08 11:03:25.725606,262.0,Catering
1258,258,2023-12-15 17:58:22.644901,193.0,Market
1259,259,2023-11-07 11:09:52.527655,12.0,Store
1260,260,2024-03-02 23:21:16.983539,51.0,Market
1261,261,2023-07-01 03:34:21.887130,123.0,Market
1262,262,2023-08-13 12:50:01.593175,113.0,Catering
1263,263,2023-11-17 13:19:24.095589,403.0,Market
1264,264,2024-04-22 09:26:47.484230,136.0,Store
1265,265,2023-10-24 03:39:05.381970,100.0,Catering
1266,266,2023-12-24 10:39:57.752422,420.0,Catering
1267,267,2023-07-19 22:18:20.761638,60.0,Store
1268,268,2024-02-28 18:56:55.140327,144.0,Market
1269,269,2023-10-28 01:12:19.671264,282.0,Catering
1270,270,2023-08-23 10:35:11.661648,85.0,Market
1271,271,2023-09-13 08:18:42.526896,100.0,Store
1272,272,2023-07-21 10:36:42.960133,108.0,Store
1273,273,2023-07-27 21:11:58.583157,519.0,Catering
1274,274,2023-12-26 13:35:45.006811,95.0,Store
1275,275,2023-12-13 16:02:31.895849,166.0,Store
1276,276,2023-12-01 11:24:20.255379,197.0,Market
1277,277,2023-08-16 15:00:30.543045,509.0,Catering
1278,278,2023-12-12 18:36:53.773252,292.0,Catering
1279,279,2024-01-16 06:46:14.816816,126.0,Store
1280,280,2023-05-28 18:28:01.540399,18.0,Market
1281,281,2023-08-22 10:00:50.611051,264.0,Store
1282,282,2023-08-07 16:11:16.702375,131.0,Market
1283,283,2024-04-17 09:15:03.896439,265.0,Catering
1284,284,2023-09-26 16:56:11.311523,120.0,Catering
1285,285,2023-11-30 01:38:05.155292,63.0,Store
1286,286,2023-05-24 05:45:27.539505,105.0,Catering
1287,287,2023-07-08 00:45:30.078659,277.0,Catering
1288,288,2024-01-25 11:14:57.840893,366.0,Catering
1289,289,2023-11-03 21:03:46.480964,65.0,Store
1290,290,2024-03-04 15:24:25.299089,229.0,Store
1291,291,2023-10-15 11:15:31.237760,158.0,Catering
1292,292,2023-12-26 21:31:25.878448,110.0,Store
1293,293,2024-03-22 13:07:41.745075,71.0,Market
1294,294,2023-07-13 05:34:55.677881,111.0,Catering
1295,295,2023-06-11 19:10:45.550164,356.0,Catering
1296,296,2023-11-13 22:10:52.742228,70.0,Market
1297,297,2023-10-10 15:47:02.852204,55.0,Store
1298,298,2023-10-31 12:39:48.983101,61.0,Market
1299,299,2023-09-08 03:44:42.180649,56.0,Store
1300,300,2024-04-28 18:39:27.304519,168.0,Store
1301,301,2023-08-21 22:26:38.342220,348.0,Catering
1302,302,2024-04-03 00:35:26.298418,423.0,Catering
1303,303,2024-01-13 18:24:06.664010,152.0,Store
1304,304,2023-08-18 21:07:17.749854,49.0,Market
1305,305,2023-12-22 13:11:33.793856,50.0,Market
1306,306,2024-05-14 13:53:05.633200,48.0,Store
1307,307,2023-12-22 02:32:32.822769,131.0,Market
1308,308,2023-08-09 06:06:31.825891,282.0,Catering
1309,309,2023-11-23 15:42:13.719426,118.0,Catering
1310,310,2023-10-27 03:50:06.154107,48.0,Market
1311,311,2024-03-11 15:25:03.396791,181.0,Store
1312,312,2023-12-22 01:03:21.048949,12.0,Market
1313,313,2023-10-30 12:55:50.006552,112.0,Catering
1314,314,2023-12-21 22:09:34.040470,120.0,Market
1315,315,2023-08-21 02:59:29.189848,97.0,Store
1316,316,2023-09-05 12:21:53.942801,463.0,Catering
1317,317,2023-11-09 13:15:18.411701,507.0,Catering
1318,318,2023-06-07 04:45:08.991587,134.0,Store
1319,319,2023-08-24 16:45:03.160307,136.0,Store
1320,320,2024-04-01 03:26:41.213492,513.0,Catering
1321,321,2023-12-25 04:48:16.046853,21.0,Store
1322,322,2023-08-15 12:48:07.338184,110.0,Store
1323,323,2023-09-05 07:04:06.207572,72.0,Store
1324,324,2024-02-26 10:30:38.590025,294.0,Catering
1325,325,2023-08-21 14:05:38.000711,108.0,Catering
1326,326,2024-03-11 02:24:49.166810,342.0,Catering
1327,327,2023-12-07 07:48:06.472136,190.0,Market
1328,328,2023-12-02 02:54:09.842571,100.0,Catering
1329,329,2023-12-25 04:44:02.300988,90.0,Store
1330,330,2023-05-30 13:06:35.751712,18.0,Market
1331,331,2023-09-17 03:05:05.902026,78.0,Store
1332,332,2024-03-17 08:11:05.940741,610.0,Catering
1333,333,2023-12-28 16:21:23.160400,96.0,Market
1334,334,2023-08-30 09:23:14.033628,162.0,Store
1335,335,2023-11-16 15:28:57.497468,114.0,Catering
1336,336,2023-07-31 17:00:00.882344,100.0,Catering
1337,337,2024-01-02 15:53:42.248587,75.0,Store
1338,338,2023-12-20 03:04:02.247286,12.0,Store
1339,339,2024-03-11 10:42:24.511664,80.0,Store
1340,340,2023-10-19 07:36:26.501169,107.0,Store
1341,341,2024-02-18 23:04:54.167005,100.0,Store
1342,342,2024-02-04 19:40:34.908401,214.0,Store
1343,343,2024-02-01 08:34:01.187007,408.0,Catering
1344,344,2024-01-23 10:08:12.948125,139.0,Catering
1345,345,2024-05-04 00:45:04.266553,48.0,Market
1346,346,2024-05-03 19:42:23.020440,114.0,Catering
1347,347,2024-01-30 10:54:56.348720,135.0,Catering
1348,348,2023-06-23 13:43:54.710330,129.0,Catering
1349,349,2024-02-06 18:03:51.426267,120.0,Catering
1350,350,2024-03-28 10:38:12.394282,56.0,Store
1351,351,2024-03-16 11:15:20.071756,74.0,Market
1352,352,2023-06-11 22:55:33.646974,702.0,Catering
1353,353,2023-08-12 05:32:24.144747,517.0,Catering
1354,354,2023-06-26 19:12:21.289289,205.0,Catering
1355,355,2024-05-20 16:02:20.496526,24.0,Store
1356,356,2024-01-25 10:35:42.289987,94.0,Store
1357,357,2024-03-13 02:56:59.202576,85.0,Store
1358,358,2024-04-09 07:24:48.743923,25.0,Market
1359,359,2023-07-09 15:51:39.159455,24.0,Store
1360,360,2024-01-11 08:29:37.682098,96.0,Store
1361,361,2024-05-19 01:38:25.975692,333.0,Market
1362,362,2023-11-06 23:55:20.190909,48.0,Market
1363,363,2023-11-30 20:27:33.636698,3.0,Store
1364,364,2023-12-16 12:59:53.299607,93.0,Store
1365,365,2023-12-30 00:09:32.376617,57.0,Market
1366,366,2023-07-25 21:48:48.171391,488.0,Catering
1367,367,2024-04-15 05:00:01.578893,114.0,Catering
1368,368,2023-06-14 22:50:37.762526,90.0,Store
1369,369,2023-12-19 08:52:22.470814,108.0,Catering
1370,370,2024-04-12 14:18:50.665566,102.0,Market
1371,371,2023-12-19 12:46:09.817565,100.0,Market
1372,372,2023-12-26 23:17:45.726512,12.0,Store
1373,373,2023-12-05 02:56:32.432533,184.0,Store
1374,374,2023-12-15 18:21:24.181162,144.0,Store
1375,375,2023-08-11 16:25:55.845190,72.0,Store
1376,376,2023-09-01 14:18:39.037157,114.0,Catering
1377,377,2023-06-30 08:18:29.959284,112.0,Store
1378,378,2024-01-18 05:18:28.964908,180.0,Market
1379,379,2023-12-22 22:47:54.107773,136.0,Store
1380,380,2024-04-14 10:36:59.358511,591.0,Catering
1381,381,2023-07-27 11:10:42.662782,180.0,Store
1382,382,2023-12-25 20:48:02.095459,656.0,Catering
1383,383,2023-12-27 12:44:14.665246,35.0,Store
1384,384,2023-07-10 00:09:13.586935,197.0,Market
1385,385,2023-07-29 23:21:00.516628,24.0,Market
1386,386,2024-05-08 21:59:42.851608,70.0,Market
1387,387,2023-11-03 19:56:23.375173,110.0,Market
1388,388,2024-03-11 19:33:02.695391,437.0,Catering
1389,389,2023-06-16 01:05:22.206462,44.0,Market
1390,390,2024-04-05 19:22:39.513355,108.0,Market
1391,391,2024-02-10 12:13:56.004178,64.0,Market
1392,392,2023-07-11 21:05:14.911702,141.0,Catering
1393,393,2023-07-14 00:32:58.021642,120.0,Catering
1394,394,2024-01-25 06:12:18.469050,42.0,Store
1395,395,2023-12-07 09:02:47.919273,209.0,Market
1396,396,2023-08-15 13:42:18.557036,238.0,Catering
1397,397,2024-05-04 22:33:33.299670,36.0,Market
1398,398,2023-12-28 05:21:34.001404,58.0,Store
1399,399,2023-11-10 19:55:48.375107,108.0,Store
1400,400,2023-11-03 21:03:19.118092,54.0,Market
1401,401,2024-04-04 18:47:35.886438,108.0,Market
1402,402,2023-11-08 11:17:44.462159,450.0,Catering
1403,403,2023-06-20 13:54:10.342735,155.0,Store
1404,404,2023-11-01 05:54:00.348868,180.0,Market
1405,405,2023-06-17 21:35:42.274642,278.0,Catering
1406,406,2023-12-23 19:06:11.259716,651.0,Catering
1407,407,2023-10-17 20:07:46.191527,75.0,Market
1408,408,2024-03-22 23:21:06.267437,106.0,Catering
1409,409,2023-07-03 01:21:20.348098,27.0,Store
1410,410,2023-12-02 14:25:44.373568,445.0,Catering
1411,411,2023-12-18 04:43:45.921155,100.0,Store
1412,412,2023-10-26 01:20:56.101311,110.0,Catering
1413,413,2024-05-14 00:17:55.859424,499.0,Catering
1414,414,2023-10-21 07:34:10.578138,72.0,Store
1415,415,2023-09-25 10:54:37.592055,57.0,Store
1416,416,2023-12-17 15:55:06.587538,49.0,Store
1417,417,2024-01-06 04:40:32.056442,291.0,Catering
1418,418,2023-10-24 00:12:16.422292,16.0,Store
1419,419,2024-02-29 16:02:01.280807,99.0,Store
1420,420,2023-11-12 23:28:20.767537,113.0,Market
1421,421,2023-09-19 04:01:11.046940,66.0,Store
1422,422,2023-07-03 13:48:35.739389,117.0,Catering
1423,423,2023-08-18 22:36:04.541468,80.0,Market
1424,424,2024-05-12 06:12:34.613570,33.0,Store
1425,425,2024-02-08 05:13:35.106389,483.0,Catering
1426,426,2023-12-12 02:26:10.379959,283.0,Store
1427,427,2024-05-09 20:52:33.311733,137.0,Market
1428,428,2023-09-07 23:33:25.293925,144.0,Store
1429,429,2023-09-17 01:17:07.463632,152.0,Store
1430,430,2023-09-20 05:39:35.677033,455.0,Catering
1431,431,2024-04-22 18:18:16.425528,306.0,Catering
1432,432,2023-09-28 04:34:26.448471,58.0,Store
1433,433,2023-12-01 06:44:05.947977,60.0,Store
1434,434,2023-11-15 09:56:58.319216,133.0,Store
1435,435,2023-06-19 03:21:52.178608,172.0,Market
1436,436,2023-09-13 04:57:51.774453,50.0,Store
1437,437,2023-10-07 00:52:02.896345,433.0,Catering
1438,438,2023-08-12 01:59:10.290418,115.0,Catering
1439,439,2024-02-14 03:05:11.795656,72.0,Market
1440,440,2024-03-05 15:54:29.817666,368.0,Catering
1441,441,2023-07-10 09:50:33.179216,30.0,Store
1442,442,2023-09-19 02:31:34.967819,156.0,Store
1443,443,2023-07-05 02:22:03.376868,379.0,Catering
1444,444,2024-04-25 03:59:21.676150,180.0,Store
1445,445,2023-08-16 02:07:06.684080,117.0,Catering
1446,446,2024-01-04 11:31:18.361513,105.0,Market
1447,447,2024-05-15 02:53:36.937992,563.0,Catering
1448,448,2023-08-30 11:29:46.807257,69.0,Market
1449,449,2023-08-09 17:54:53.557970,505.0,Catering
1450,450,2024-01-18 18:00:39.604415,28.0,Market
1451,451,2023-11-19 00:26:27.259990,142.0,Market
1452,452,2024-02-01 10:00:02.962380,140.0,Catering
1453,453,2024-03-29 23:54:49.864261,135.0,Catering
1454,454,2024-04-09 14:05:46.162515,92.0,Store
1455,455,2023-06-04 07:18:13.476866,45.0,Store
1456,456,2023-10-22 21:33:48.029734,70.0,Market
1457,457,2023-11-19 23:16:14.575866,136.0,Catering
1458,458,2023-06-20 19:04:19.813149,76.0,Store
1459,459,2023-06-26 01:55:38.853042,160.0,Store
1460,460,2024-01-25 17:33:56.771740,166.0,Market
1461,461,2023-10-01 22:21:52.791425,177.0,Market
1462,462,2023-10-13 09:04:14.109610,51.0,Market
1463,463,2024-02-18 22:07:04.040746,289.0,Catering
1464,464,2024-02-02 15:15:43.689393,255.0,Catering
1465,465,2023-09-14 02:36:59.393400,260.0,Catering
1466,466,2023-12-23 23:57:30.021652,52.0,Market
1467,467,2023-07-07 19:01:16.273875,133.0,Store
1468,468,2024-05-18 10:27:18.653034,120.0,Store
1469,469,2024-05-03 22:23:48.929147,106.0,Catering
1470,470,2024-04-09 20:04:08.490187,81.0,Market
1471,471,2023-08-29 20:28:34.196451,66.0,Store
1472,472,2023-07-14 22:26:43.678349,174.0,Market
1473,473,2024-03-19 18:33:34.593439,84.0,Store
1474,474,2023-09-26 18:11:32.531522,489.0,Catering
1475,475,2023-08-04 03:44:17.564692,81.0,Market
1476,476,2023-11-23 00:17:25.378595,234.0,Store
1477,477,2024-04-29 15:05:28.707771,596.0,Catering
1478,478,2024-04-11 05:43:38.033863,72.0,Store
1479,479,2023-09-16 22:49:53.067960,119.0,Store
1480,480,2023-09-29 12:48:56.946232,99.0,Store
1481,481,2024-03-19 13:29:39.430139,112.0,Store
1482,482,2024-04-20 16:16:40.401000,113.0,Catering
1483,483,2023-07-16 00:51:36.762673,42.0,Store
1484,484,2024-03-04 01:23:53.742565,56.0,Market
1485,485,2023-09-21 05:53:34.669159,61.0,Market
1486,486,2023-12-04 20:58:02.508639,101.0,Catering
1487,487,2023-08-22 07:06:14.641476,90.0,Market
1488,488,2023-06-16 20:22:44.697183,216.0,Market
1489,489,2023-11-10 01:52:45.384393,430.0,Catering
1490,490,2024-02-04 23:49:41.653325,8.0,Market
1491,491,2023-07-24 10:44:42.139752,22.0,Market
