OrderID,ItemID,Quantity,UnitPrice,TotalItemPrice
1053,8,3,10.0,30.0
1053,19,3,11.0,33.0
1053,29,1,7.0,7.0
1053,32,5,5.0,25.0
1053,5,6,12.0,72.0
1054,22,9,7.0,63.0
1054,42,7,3.0,21.0
1055,38,3,6.0,18.0
1055,14,10,14.0,140.0
1056,5,10,12.0,120.0
1057,37,6,8.0,48.0
1057,19,7,11.0,77.0
1057,9,7,10.0,70.0
1058,26,1,10.0,10.0
1059,41,10,3.0,30.0
1059,42,10,3.0,30.0
1059,11,5,15.0,75.0
1059,32,6,5.0,30.0
1059,11,7,15.0,105.0
1059,7,7,11.0,77.0
1060,42,6,3.0,18.0
1060,10,5,12.0,60.0
1061,10,2,12.0,24.0
1062,33,3,6.0,18.0
1063,12,5,17.0,85.0
1064,35,10,7.0,70.0
1064,38,5,6.0,30.0
1064,34,7,8.0,56.0
1065,1,8,10.0,80.0
1065,27,7,9.0,63.0
1066,7,7,11.0,77.0
1067,20,3,10.0,30.0
1068,7,7,11.0,77.0
1068,22,8,7.0,56.0
1068,26,8,10.0,80.0
1069,19,3,11.0,33.0
1069,22,9,7.0,63.0
1069,24,5,8.0,40.0
1069,11,8,15.0,120.0
1069,10,3,12.0,36.0
1069,16,6,20.0,120.0
1069,26,7,10.0,70.0
1069,28,4,12.0,48.0
1069,26,9,10.0,90.0
1069,28,1,12.0,12.0
1070,27,9,9.0,81.0
1070,17,10,10.0,100.0
1070,28,7,12.0,84.0
1071,32,7,5.0,35.0
1072,21,6,8.0,48.0
1072,26,9,10.0,90.0
1072,41,8,3.0,24.0
1072,22,7,7.0,49.0
1072,4,10,11.0,110.0
1072,25,2,9.0,18.0
1072,7,8,11.0,88.0
1072,3,1,12.0,12.0
1073,10,2,12.0,24.0
1073,2,1,11.0,11.0
1001,39,5,5.0,25.0
1001,42,3,3.0,9.0
1001,36,3,9.0,27.0
1001,2,2,11.0,22.0
1074,3,10,12.0,120.0
1075,23,10,6.0,60.0
1075,28,8,12.0,96.0
1075,20,7,10.0,70.0
1075,22,5,7.0,35.0
1076,26,10,10.0,100.0
1077,30,1,10.0,10.0
1077,6,10,10.0,100.0
1078,35,5,7.0,35.0
1078,32,2,5.0,10.0
1079,11,3,15.0,45.0
1079,34,5,8.0,40.0
1080,34,2,8.0,16.0
1081,25,7,9.0,63.0
1081,43,3,3.0,9.0
1081,15,9,18.0,162.0
1082,38,5,6.0,30.0
1001,9,5,10.0,50.0
1001,6,5,10.0,50.0
1083,27,8,9.0,72.0
1083,42,4,3.0,12.0
1084,18,1,12.0,12.0
1084,4,1,11.0,11.0
1085,7,7,11.0,77.0
1086,6,6,10.0,60.0
1086,12,1,17.0,17.0
1001,25,2,9.0,18.0
1001,30,2,10.0,20.0
1087,42,1,3.0,3.0
1087,25,3,9.0,27.0
1087,28,5,12.0,60.0
1087,37,1,8.0,8.0
1088,18,10,12.0,120.0
1088,37,8,8.0,64.0
1088,23,8,6.0,48.0
1088,8,9,10.0,90.0
1088,20,9,10.0,90.0
1088,20,6,10.0,60.0
1088,39,2,5.0,10.0
1089,37,6,8.0,48.0
1089,32,5,5.0,25.0
1089,32,7,5.0,35.0
1089,29,7,7.0,49.0
1089,12,2,17.0,34.0
1089,4,4,11.0,44.0
1090,11,5,15.0,75.0
1090,14,5,14.0,70.0
1091,6,3,10.0,30.0
1091,29,8,7.0,56.0
1092,32,2,5.0,10.0
1001,18,3,12.0,36.0
1001,3,1,12.0,12.0
1001,36,3,9.0,27.0
1001,2,5,11.0,55.0
1093,10,4,12.0,48.0
1093,27,7,9.0,63.0
1094,10,4,12.0,48.0
1094,1,3,10.0,30.0
1094,5,10,12.0,120.0
1094,25,5,9.0,45.0
1094,6,9,10.0,90.0
1094,33,8,6.0,48.0
1094,24,4,8.0,32.0
1095,27,5,9.0,45.0
1095,14,10,14.0,140.0
1096,22,5,7.0,35.0
1097,9,1,10.0,10.0
1098,17,4,10.0,40.0
1098,16,9,20.0,180.0
1098,4,5,11.0,55.0
1098,3,5,12.0,60.0
1098,31,5,7.0,35.0
1098,11,4,15.0,60.0
1098,19,10,11.0,110.0
1098,43,7,3.0,21.0
1098,18,3,12.0,36.0
1098,26,4,10.0,40.0
1099,34,5,8.0,40.0
1099,22,10,7.0,70.0
1100,30,9,10.0,90.0
1001,41,2,3.0,6.0
1001,21,5,8.0,40.0
1101,14,8,14.0,112.0
1101,39,8,5.0,40.0
1101,40,6,7.0,42.0
1101,1,7,10.0,70.0
1101,38,5,6.0,30.0
1101,11,7,15.0,105.0
1101,24,6,8.0,48.0
1102,39,8,5.0,40.0
1102,13,1,12.0,12.0
1102,40,6,7.0,42.0
1102,23,5,6.0,30.0
1102,1,2,10.0,20.0
1102,41,10,3.0,30.0
1102,36,10,9.0,90.0
1103,4,9,11.0,99.0
1103,2,7,11.0,77.0
1104,37,4,8.0,32.0
1104,8,3,10.0,30.0
1104,37,3,8.0,24.0
1104,15,3,18.0,54.0
1104,29,8,7.0,56.0
1104,42,1,3.0,3.0
1104,21,5,8.0,40.0
1105,2,1,11.0,11.0
1106,8,10,10.0,100.0
1107,16,5,20.0,100.0
1107,15,7,18.0,126.0
1108,30,3,10.0,30.0
1108,2,9,11.0,99.0
1109,36,5,9.0,45.0
1110,5,10,12.0,120.0
1111,43,1,3.0,3.0
1111,38,9,6.0,54.0
1112,12,9,17.0,153.0
1113,20,9,10.0,90.0
1113,43,3,3.0,9.0
1113,6,10,10.0,100.0
1114,16,1,20.0,20.0
1115,17,6,10.0,60.0
1115,27,4,9.0,36.0
1116,12,9,17.0,153.0
1116,11,3,15.0,45.0
1117,13,9,12.0,108.0
1117,1,4,10.0,40.0
1118,42,10,3.0,30.0
1118,26,2,10.0,20.0
1119,36,6,9.0,54.0
1120,41,8,3.0,24.0
1121,27,2,9.0,18.0
1121,11,8,15.0,120.0
1122,11,8,15.0,120.0
1123,15,3,18.0,54.0
1123,4,7,11.0,77.0
1123,22,10,7.0,70.0
1123,17,7,10.0,70.0
1123,21,10,8.0,80.0
1123,33,4,6.0,24.0
1123,11,3,15.0,45.0
1123,34,3,8.0,24.0
1123,24,3,8.0,24.0
1124,34,1,8.0,8.0
1124,23,5,6.0,30.0
1124,13,8,12.0,96.0
1124,17,4,10.0,40.0
1124,17,10,10.0,100.0
1124,35,1,7.0,7.0
1124,5,8,12.0,96.0
1124,28,2,12.0,24.0
1124,16,9,20.0,180.0
1124,42,6,3.0,18.0
1125,26,6,10.0,60.0
1125,36,4,9.0,36.0
1001,24,3,8.0,24.0
1126,35,3,7.0,21.0
1127,11,4,15.0,60.0
1127,23,5,6.0,30.0
1128,24,6,8.0,48.0
1129,29,1,7.0,7.0
1130,42,6,3.0,18.0
1130,43,1,3.0,3.0
1131,42,2,3.0,6.0
1132,10,2,12.0,24.0
1132,22,4,7.0,28.0
1001,39,1,5.0,5.0
1001,5,1,12.0,12.0
1001,23,1,6.0,6.0
1001,19,2,11.0,22.0
1001,2,3,11.0,33.0
1133,2,4,11.0,44.0
1134,3,9,12.0,108.0
1134,41,1,3.0,3.0
1135,42,9,3.0,27.0
1135,17,7,10.0,70.0
1136,2,2,11.0,22.0
1136,40,10,7.0,70.0
1136,23,6,6.0,36.0
1136,28,9,12.0,108.0
1136,41,7,3.0,21.0
1136,2,6,11.0,66.0
1136,13,7,12.0,84.0
1136,22,6,7.0,42.0
1137,42,1,3.0,3.0
1137,22,7,7.0,49.0
1001,13,2,12.0,24.0
1001,19,4,11.0,44.0
1138,9,3,10.0,30.0
1139,20,9,10.0,90.0
1140,34,7,8.0,56.0
1141,25,8,9.0,72.0
1141,38,8,6.0,48.0
1141,34,4,8.0,32.0
1141,22,4,7.0,28.0
1141,10,7,12.0,84.0
1142,25,7,9.0,63.0
1142,40,10,7.0,70.0
1143,27,1,9.0,9.0
1144,42,7,3.0,21.0
1144,13,1,12.0,12.0
1144,17,3,10.0,30.0
1145,10,10,12.0,120.0
1146,15,6,18.0,108.0
1146,25,5,9.0,45.0
1147,36,9,9.0,81.0
1147,42,4,3.0,12.0
1148,8,3,10.0,30.0
1149,42,5,3.0,15.0
1149,28,10,12.0,120.0
1150,38,7,6.0,42.0
1150,23,6,6.0,36.0
1151,21,6,8.0,48.0
1151,23,1,6.0,6.0
1152,43,1,3.0,3.0
1152,17,5,10.0,50.0
1001,4,3,11.0,33.0
1001,16,4,20.0,80.0
1153,1,3,10.0,30.0
1154,10,6,12.0,72.0
1155,32,9,5.0,45.0
1155,31,4,7.0,28.0
1155,29,8,7.0,56.0
1155,18,4,12.0,48.0
1155,21,2,8.0,16.0
1155,21,8,8.0,64.0
1155,37,2,8.0,16.0
1155,36,4,9.0,36.0
1155,20,5,10.0,50.0
1155,41,3,3.0,9.0
1156,5,1,12.0,12.0
1001,19,3,11.0,33.0
1001,34,2,8.0,16.0
1001,34,1,8.0,8.0
1001,7,2,11.0,22.0
1001,8,4,10.0,40.0
1157,16,9,20.0,180.0
1158,37,9,8.0,72.0
1158,9,9,10.0,90.0
1158,17,2,10.0,20.0
1158,17,5,10.0,50.0
1158,2,7,11.0,77.0
1158,38,1,6.0,6.0
1158,27,2,9.0,18.0
1158,43,7,3.0,21.0
1159,39,9,5.0,45.0
1159,37,1,8.0,8.0
1159,23,2,6.0,12.0
1159,8,1,10.0,10.0
1159,17,7,10.0,70.0
1159,24,6,8.0,48.0
1159,5,2,12.0,24.0
1160,26,10,10.0,100.0
1160,7,6,11.0,66.0
1161,3,3,12.0,36.0
1161,33,7,6.0,42.0
1162,1,3,10.0,30.0
1162,16,6,20.0,120.0
1162,37,8,8.0,64.0
1162,37,5,8.0,40.0
1162,4,10,11.0,110.0
1162,37,10,8.0,80.0
1162,31,7,7.0,49.0
1162,13,10,12.0,120.0
1162,42,8,3.0,24.0
1163,24,3,8.0,24.0
1163,1,5,10.0,50.0
1163,17,2,10.0,20.0
1163,27,10,9.0,90.0
1163,29,1,7.0,7.0
1163,21,9,8.0,72.0
1163,21,6,8.0,48.0
1164,20,10,10.0,100.0
1164,14,4,14.0,56.0
1164,34,5,8.0,40.0
1164,6,1,10.0,10.0
1164,38,3,6.0,18.0
1165,37,8,8.0,64.0
1165,2,8,11.0,88.0
1166,20,4,10.0,40.0
1166,27,3,9.0,27.0
1167,23,7,6.0,42.0
1167,3,6,12.0,72.0
1167,8,7,10.0,70.0
1167,21,3,8.0,24.0
1167,9,8,10.0,80.0
1167,32,9,5.0,45.0
1168,25,4,9.0,36.0
1168,43,7,3.0,21.0
1168,6,8,10.0,80.0
1169,29,10,7.0,70.0
1170,29,5,7.0,35.0
1170,3,6,12.0,72.0
1170,41,10,3.0,30.0
1170,28,7,12.0,84.0
1170,13,8,12.0,96.0
1170,15,7,18.0,126.0
1171,26,10,10.0,100.0
1171,40,3,7.0,21.0
1172,13,10,12.0,120.0
1172,13,3,12.0,36.0
1172,23,2,6.0,12.0
1173,32,1,5.0,5.0
1173,9,9,10.0,90.0
1174,1,1,10.0,10.0
1175,32,8,5.0,40.0
1176,38,3,6.0,18.0
1177,29,4,7.0,28.0
1177,38,1,6.0,6.0
1177,10,6,12.0,72.0
1177,11,9,15.0,135.0
1177,24,1,8.0,8.0
1177,2,3,11.0,33.0
1177,41,8,3.0,24.0
1178,32,10,5.0,50.0
1001,30,2,10.0,20.0
1001,1,3,10.0,30.0
1179,41,5,3.0,15.0
1179,9,4,10.0,40.0
1179,12,4,17.0,68.0
1179,19,2,11.0,22.0
1179,35,1,7.0,7.0
1180,7,5,11.0,55.0
1180,12,4,17.0,68.0
1180,15,7,18.0,126.0
1181,7,2,11.0,22.0
1181,3,2,12.0,24.0
1001,40,3,7.0,21.0
1001,5,1,12.0,12.0
1001,28,2,12.0,24.0
1182,9,9,10.0,90.0
1183,16,2,20.0,40.0
1183,17,7,10.0,70.0
1184,28,3,12.0,36.0
1184,43,4,3.0,12.0
1184,26,10,10.0,100.0
1184,37,10,8.0,80.0
1184,32,6,5.0,30.0
1184,31,7,7.0,49.0
1185,38,6,6.0,36.0
1185,38,3,6.0,18.0
1185,25,2,9.0,18.0
1185,3,5,12.0,60.0
1186,4,10,11.0,110.0
1187,9,10,10.0,100.0
1188,18,3,12.0,36.0
1188,37,8,8.0,64.0
1189,11,9,15.0,135.0
1189,24,10,8.0,80.0
1189,11,9,15.0,135.0
1189,36,3,9.0,27.0
1189,12,8,17.0,136.0
1189,34,6,8.0,48.0
1189,35,5,7.0,35.0
1190,7,6,11.0,66.0
1190,1,4,10.0,40.0
1190,11,8,15.0,120.0
1191,37,9,8.0,72.0
1192,26,1,10.0,10.0
1192,39,3,5.0,15.0
1192,34,9,8.0,72.0
1192,34,3,8.0,24.0
1192,41,6,3.0,18.0
1193,29,5,7.0,35.0
1193,21,1,8.0,8.0
1194,19,1,11.0,11.0
1194,4,10,11.0,110.0
1195,17,3,10.0,30.0
1195,16,3,20.0,60.0
1195,19,4,11.0,44.0
1195,24,3,8.0,24.0
1195,15,5,18.0,90.0
1195,21,3,8.0,24.0
1195,12,4,17.0,68.0
1195,33,8,6.0,48.0
1196,9,4,10.0,40.0
1196,39,10,5.0,50.0
1196,6,9,10.0,90.0
1197,10,7,12.0,84.0
1197,7,2,11.0,22.0
1197,29,4,7.0,28.0
1198,37,8,8.0,64.0
1198,33,10,6.0,60.0
1198,34,10,8.0,80.0
1199,24,1,8.0,8.0
1200,38,1,6.0,6.0
1200,43,6,3.0,18.0
1001,42,1,3.0,3.0
1001,19,1,11.0,11.0
1001,8,1,10.0,10.0
1001,13,3,12.0,36.0
1001,13,2,12.0,24.0
1201,1,6,10.0,60.0
1201,22,5,7.0,35.0
1202,26,7,10.0,70.0
1203,24,5,8.0,40.0
1203,24,1,8.0,8.0
1204,20,10,10.0,100.0
1205,10,7,12.0,84.0
1205,19,1,11.0,11.0
1205,5,4,12.0,48.0
1205,16,9,20.0,180.0
1205,36,2,9.0,18.0
1205,33,7,6.0,42.0
1205,38,1,6.0,6.0
1205,34,1,8.0,8.0
1205,41,3,3.0,9.0
1206,31,3,7.0,21.0
1206,26,5,10.0,50.0
1206,39,7,5.0,35.0
1206,35,1,7.0,7.0
1207,41,8,3.0,24.0
1208,10,2,12.0,24.0
1001,19,4,11.0,44.0
1001,5,4,12.0,48.0
1209,22,10,7.0,70.0
1210,28,9,12.0,108.0
1210,41,5,3.0,15.0
1211,16,7,20.0,140.0
1211,4,8,11.0,88.0
1211,30,2,10.0,20.0
1211,43,10,3.0,30.0
1211,43,5,3.0,15.0
1211,25,2,9.0,18.0
1212,26,1,10.0,10.0
1213,37,5,8.0,40.0
1213,12,6,17.0,102.0
1213,33,7,6.0,42.0
1213,21,4,8.0,32.0
1213,22,6,7.0,42.0
1213,35,1,7.0,7.0
1213,33,9,6.0,54.0
1213,6,10,10.0,100.0
1213,2,1,11.0,11.0
1214,1,10,10.0,100.0
1215,17,5,10.0,50.0
1215,7,5,11.0,55.0
1215,29,8,7.0,56.0
1215,8,8,10.0,80.0
1215,10,10,12.0,120.0
1215,15,3,18.0,54.0
1215,21,4,8.0,32.0
1215,37,5,8.0,40.0
1215,20,2,10.0,20.0
1215,31,2,7.0,14.0
1216,38,10,6.0,60.0
1216,38,4,6.0,24.0
1217,4,1,11.0,11.0
1217,37,9,8.0,72.0
1218,35,9,7.0,63.0
1219,7,2,11.0,22.0
1219,9,6,10.0,60.0
1220,25,9,9.0,81.0
1001,9,1,10.0,10.0
1001,42,1,3.0,3.0
1001,18,1,12.0,12.0
1221,5,5,12.0,60.0
1221,30,9,10.0,90.0
1222,40,1,7.0,7.0
1222,2,3,11.0,33.0
1222,4,9,11.0,99.0
1223,11,10,15.0,150.0
1223,20,9,10.0,90.0
1223,19,2,11.0,22.0
1223,2,6,11.0,66.0
1223,5,5,12.0,60.0
1223,3,6,12.0,72.0
1224,42,7,3.0,21.0
1001,20,1,10.0,10.0
1001,20,5,10.0,50.0
1001,4,1,11.0,11.0
1001,29,4,7.0,28.0
1225,43,7,3.0,21.0
1225,28,8,12.0,96.0
1225,41,10,3.0,30.0
1225,12,8,17.0,136.0
1225,36,1,9.0,9.0
1225,38,3,6.0,18.0
1225,30,4,10.0,40.0
1225,30,6,10.0,60.0
1225,22,8,7.0,56.0
1226,20,5,10.0,50.0
1001,36,2,9.0,18.0
1001,30,5,10.0,50.0
1227,24,9,8.0,72.0
1227,17,7,10.0,70.0
1228,19,8,11.0,88.0
1228,36,7,9.0,63.0
1229,17,7,10.0,70.0
1229,23,6,6.0,36.0
1229,2,6,11.0,66.0
1230,8,7,10.0,70.0
1230,12,1,17.0,17.0
1230,27,2,9.0,18.0
1231,7,6,11.0,66.0
1231,16,9,20.0,180.0
1232,3,5,12.0,60.0
1232,7,7,11.0,77.0
1232,17,5,10.0,50.0
1232,31,2,7.0,14.0
1232,22,3,7.0,21.0
1233,17,9,10.0,90.0
1233,21,8,8.0,64.0
1233,34,6,8.0,48.0
1234,36,1,9.0,9.0
1001,26,4,10.0,40.0
1001,41,2,3.0,6.0
1001,20,4,10.0,40.0
1001,23,4,6.0,24.0
1235,28,6,12.0,72.0
1235,31,4,7.0,28.0
1235,14,10,14.0,140.0
1235,37,2,8.0,16.0
1235,38,7,6.0,42.0
1236,43,4,3.0,12.0
1236,41,10,3.0,30.0
1001,37,5,8.0,40.0
1001,2,4,11.0,44.0
1237,6,3,10.0,30.0
1237,2,10,11.0,110.0
1237,7,1,11.0,11.0
1237,11,1,15.0,15.0
1237,42,10,3.0,30.0
1237,17,7,10.0,70.0
1237,17,9,10.0,90.0
1238,32,4,5.0,20.0
1239,4,7,11.0,77.0
1001,30,1,10.0,10.0
1001,43,3,3.0,9.0
1001,11,3,15.0,45.0
1240,10,4,12.0,48.0
1240,18,5,12.0,60.0
1240,40,3,7.0,21.0
1240,31,10,7.0,70.0
1240,37,9,8.0,72.0
1241,26,3,10.0,30.0
1241,37,9,8.0,72.0
1242,14,3,14.0,42.0
1243,4,4,11.0,44.0
1243,4,1,11.0,11.0
1243,23,10,6.0,60.0
1244,5,3,12.0,36.0
1244,26,10,10.0,100.0
1245,2,3,11.0,33.0
1246,14,8,14.0,112.0
1246,20,6,10.0,60.0
1246,40,7,7.0,49.0
1246,39,3,5.0,15.0
1246,17,5,10.0,50.0
1246,29,3,7.0,21.0
1247,14,7,14.0,98.0
1247,5,6,12.0,72.0
1247,30,6,10.0,60.0
1247,34,7,8.0,56.0
1247,38,6,6.0,36.0
1247,41,4,3.0,12.0
1247,32,1,5.0,5.0
1247,15,2,18.0,36.0
1247,9,9,10.0,90.0
1248,28,5,12.0,60.0
1248,27,3,9.0,27.0
1248,42,6,3.0,18.0
1248,8,6,10.0,60.0
1248,3,2,12.0,24.0
1249,24,5,8.0,40.0
1249,10,9,12.0,108.0
1249,12,5,17.0,85.0
1249,26,10,10.0,100.0
1249,35,1,7.0,7.0
1249,21,9,8.0,72.0
1250,41,6,3.0,18.0
1250,26,3,10.0,30.0
1250,11,2,15.0,30.0
1251,36,1,9.0,9.0
1251,21,2,8.0,16.0
1252,32,8,5.0,40.0
1252,28,2,12.0,24.0
1252,31,9,7.0,63.0
1252,16,6,20.0,120.0
1252,19,9,11.0,99.0
1252,29,7,7.0,49.0
1253,43,5,3.0,15.0
1253,37,10,8.0,80.0
1253,15,1,18.0,18.0
1254,7,9,11.0,99.0
1254,19,7,11.0,77.0
1254,39,10,5.0,50.0
1255,30,6,10.0,60.0
1255,34,3,8.0,24.0
1255,29,8,7.0,56.0
1256,39,8,5.0,40.0
1257,14,4,14.0,56.0
1257,8,8,10.0,80.0
1257,18,2,12.0,24.0
1257,1,8,10.0,80.0
1257,4,2,11.0,22.0
1258,32,3,5.0,15.0
1258,42,6,3.0,18.0
1258,31,6,7.0,42.0
1258,23,8,6.0,48.0
1258,26,7,10.0,70.0
1259,10,1,12.0,12.0
1260,43,3,3.0,9.0
1260,14,3,14.0,42.0
1261,18,10,12.0,120.0
1261,42,1,3.0,3.0
1262,19,5,11.0,55.0
1001,40,2,7.0,14.0
1001,28,2,12.0,24.0
1001,17,2,10.0,20.0
1263,17,6,10.0,60.0
1263,31,8,7.0,56.0
1263,12,9,17.0,153.0
1263,2,9,11.0,99.0
1263,39,7,5.0,35.0
1264,21,7,8.0,56.0
1264,25,5,9.0,45.0
1264,32,7,5.0,35.0
1265,39,10,5.0,50.0
1001,9,5,10.0,50.0
1266,16,3,20.0,60.0
1266,9,5,10.0,50.0
1266,35,1,7.0,7.0
1266,37,3,8.0,24.0
1266,37,3,8.0,24.0
1266,29,5,7.0,35.0
1266,20,8,10.0,80.0
1266,16,7,20.0,140.0
1267,1,6,10.0,60.0
1268,15,8,18.0,144.0
1269,5,4,12.0,48.0
1269,31,5,7.0,35.0
1269,7,9,11.0,99.0
1269,37,5,8.0,40.0
1269,1,6,10.0,60.0
1270,39,6,5.0,30.0
1270,7,5,11.0,55.0
1271,6,10,10.0,100.0
1272,27,5,9.0,45.0
1272,40,9,7.0,63.0
1273,34,2,8.0,16.0
1273,16,2,20.0,40.0
1273,13,6,12.0,72.0
1273,23,7,6.0,42.0
1273,14,4,14.0,56.0
1273,3,9,12.0,108.0
1273,40,2,7.0,14.0
1273,25,10,9.0,90.0
1273,32,9,5.0,45.0
1273,13,3,12.0,36.0
1274,12,4,17.0,68.0
1274,42,9,3.0,27.0
1275,32,6,5.0,30.0
1275,25,4,9.0,36.0
1275,9,10,10.0,100.0
1276,3,9,12.0,108.0
1276,25,5,9.0,45.0
1276,2,4,11.0,44.0
1277,2,8,11.0,88.0
1277,16,10,20.0,200.0
1277,38,1,6.0,6.0
1277,13,3,12.0,36.0
1277,25,1,9.0,9.0
1277,26,9,10.0,90.0
1277,24,10,8.0,80.0
1278,41,4,3.0,12.0
1278,21,4,8.0,32.0
1278,25,1,9.0,9.0
1278,32,8,5.0,40.0
1278,32,1,5.0,5.0
1278,33,4,6.0,24.0
1278,12,10,17.0,170.0
1279,36,8,9.0,72.0
1279,43,8,3.0,24.0
1279,39,6,5.0,30.0
1280,43,6,3.0,18.0
1281,19,6,11.0,66.0
1281,11,7,15.0,105.0
1281,25,9,9.0,81.0
1281,42,4,3.0,12.0
1282,32,10,5.0,50.0
1282,25,9,9.0,81.0
1283,34,4,8.0,32.0
1283,9,6,10.0,60.0
1283,11,3,15.0,45.0
1283,18,3,12.0,36.0
1283,32,4,5.0,20.0
1283,24,9,8.0,72.0
1284,10,10,12.0,120.0
1285,22,9,7.0,63.0
1286,7,3,11.0,33.0
1286,26,5,10.0,50.0
1001,7,2,11.0,22.0
1287,23,2,6.0,12.0
1287,38,5,6.0,30.0
1287,42,9,3.0,27.0
1287,11,1,15.0,15.0
1287,42,1,3.0,3.0
1287,35,4,7.0,28.0
1287,9,5,10.0,50.0
1287,1,1,10.0,10.0
1287,25,2,9.0,18.0
1287,5,7,12.0,84.0
1288,33,9,6.0,54.0
1288,32,2,5.0,10.0
1288,27,3,9.0,27.0
1288,22,1,7.0,7.0
